City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,San Juan,AR,2021-10-22 03:46:26,-31.5375,-68.5364,71.94,24,1,4.61
296,Furth Im Wald,DE,2021-10-22 03:46:26,49.3097,12.84,45.99,90,80,6.31
297,Laguna De Perlas,NI,2021-10-22 03:46:26,12.3429,-83.6712,78.89,85,90,4.59
298,Ler,SS,2021-10-22 03:46:27,8.3018,30.1418,71.58,88,23,4.05
299,Rosetta,EG,2021-10-22 03:46:27,31.4044,30.4164,69.62,69,16,10.8
300,Inirida,CO,2021-10-22 03:46:27,3.8653,-67.9239,73.15,100,100,3.0
301,Hamilton,US,2021-10-22 03:46:28,39.1834,-84.5333,53.96,81,1,1.01
302,Havre-Saint-Pierre,CA,2021-10-22 03:46:28,50.2334,-63.5986,46.4,100,75,6.91
303,Paamiut,GL,2021-10-22 03:46:29,61.994,-49.6678,37.08,63,48,14.52
304,Canavieiras,BR,2021-10-22 03:46:29,-15.675,-38.9472,71.69,96,100,7.81
305,Newport,GB,2021-10-22 03:42:06,51.5877,-2.9984,51.46,83,7,9.64
306,Ashtian,IR,2021-10-22 03:46:30,34.5217,50.0019,42.08,66,12,8.39
307,Ankara,TR,2021-10-22 03:43:12,39.9199,32.8543,46.2,72,0,1.01
308,Mirebalais,HT,2021-10-22 03:46:30,18.8333,-72.1053,75.92,89,79,3.65
309,Corinto,GR,2021-10-22 03:46:31,37.9407,22.9573,65.44,81,1,4.92
310,Santa Cruz Del Sur,CU,2021-10-22 03:46:31,20.7147,-77.9956,76.62,91,86,9.08
311,Richards Bay,ZA,2021-10-22 03:46:32,-28.783,32.0377,68.92,81,100,17.05
312,Chicama,PE,2021-10-22 03:46:32,-7.8447,-79.1469,65.17,84,100,6.51
313,Cockburn Town,TC,2021-10-22 03:43:55,21.4612,-71.1419,83.23,78,10,18.57
314,Aras,ES,2021-10-22 03:46:32,42.5617,-2.356,48.0,81,90,6.91
315,Iquique,CL,2021-10-22 03:46:33,-20.2208,-70.1431,59.04,77,53,0.63
316,Daltenganj,IN,2021-10-22 03:46:33,24.0333,84.0667,77.83,56,0,6.55
317,Shar,KZ,2021-10-22 03:46:34,49.5886,81.0453,38.1,93,100,6.29
318,Sao Bras De Alportel,PT,2021-10-22 03:46:34,37.1531,-7.8875,56.08,72,0,16.11
319,Assai,BR,2021-10-22 03:46:34,-23.3733,-50.8414,66.06,80,0,4.99
320,Lima,PE,2021-10-22 03:43:12,-12.0432,-77.0282,61.9,83,90,10.36
321,Umm Kaddadah,SD,2021-10-22 03:46:35,13.6017,26.6876,81.12,25,97,14.97
322,Bathsheba,BB,2021-10-22 03:46:35,13.2167,-59.5167,83.01,74,75,25.32
323,Tabas,IR,2021-10-22 03:46:36,33.5959,56.9244,61.03,42,0,5.88
324,Mezhdurechensk,RU,2021-10-22 03:46:36,53.6942,88.0603,49.3,52,100,3.02
325,Cape Coast,GH,2021-10-22 03:46:37,5.1053,-1.2466,77.09,89,99,6.58
326,Batticaloa,LK,2021-10-22 03:43:13,7.7102,81.6924,83.71,72,35,5.99
327,Gediz,TR,2021-10-22 03:46:37,39.0417,29.41,49.64,55,0,2.53
328,Constitucion,CL,2021-10-22 03:45:56,-35.3333,-72.4167,51.1,82,100,10.42
329,Bhinmal,IN,2021-10-22 03:46:37,25.0,72.25,79.39,59,0,12.01
330,Ariquemes,BR,2021-10-22 03:46:38,-9.9133,-63.0408,73.51,97,99,2.28
331,Liverpool,GB,2021-10-22 03:45:10,53.4106,-2.9779,51.82,80,75,7.0
332,Klyuchi,RU,2021-10-22 03:46:38,52.2667,79.1667,41.5,58,99,18.3
333,Velyka Bahachka,UA,2021-10-22 03:46:39,49.7912,33.7226,50.22,82,81,12.35
334,Nador,MA,2021-10-22 03:46:39,35.174,-2.9287,66.45,72,0,13.8
335,Staryy Nadym,RU,2021-10-22 03:46:40,65.6118,72.6842,29.16,76,80,6.62
336,Maldonado,UY,2021-10-22 03:41:55,-34.6667,-54.9167,59.23,92,0,7.43
337,Cravo Norte,CO,2021-10-22 03:46:40,6.3017,-70.2041,77.45,77,96,3.58
338,Dombarovskiy,RU,2021-10-22 03:46:40,50.7587,59.5386,37.02,84,100,19.57
339,Melioratorov,RU,2021-10-22 03:46:41,57.2107,65.6077,28.78,93,90,8.95
340,Cabo Rojo,PR,2021-10-22 03:46:41,18.0866,-67.1457,81.68,84,6,1.01
341,Constantine,DZ,2021-10-22 03:46:29,36.365,6.6147,51.21,57,0,0.0
342,Puerto Del Rosario,ES,2021-10-22 03:46:41,28.5004,-13.8627,69.55,83,46,11.5
343,Vestmanna,FO,2021-10-22 03:46:42,62.1564,-7.1664,38.32,70,40,16.11
344,Mpophomeni,ZA,2021-10-22 03:46:42,-29.5682,30.1862,54.3,52,100,6.49
345,Varberg,SE,2021-10-22 03:46:43,57.1056,12.2508,49.05,85,45,26.66
346,Bereda,ES,2021-10-22 03:46:43,43.2686,-7.5406,49.14,100,30,0.38
347,Saint-Francois,FR,2021-10-22 03:46:43,46.4154,3.9054,49.48,96,90,6.91
348,Santiago Del Estero,AR,2021-10-22 03:46:44,-27.7951,-64.2615,75.81,33,0,10.74
349,Santa Maria,BR,2021-10-22 03:46:44,-29.6842,-53.8069,60.1,82,0,6.91
350,Puerto Cabezas,NI,2021-10-22 03:42:02,14.0351,-83.3888,78.6,85,100,4.38
351,Gornopravdinsk,RU,2021-10-22 03:46:44,60.05,69.9,30.27,91,84,7.14
352,Warmbad,NA,2021-10-22 03:46:45,-28.45,18.7333,53.33,82,2,12.21
353,Kattivakkam,IN,2021-10-22 03:46:45,13.2167,80.3167,86.09,65,28,3.13
354,Bethanien,NA,2021-10-22 03:46:45,-26.502,17.1583,48.0,70,1,10.87
355,Diapaga,BF,2021-10-22 03:46:46,12.0708,1.7889,79.97,63,20,5.35
356,Touros,BR,2021-10-22 03:46:46,-5.1989,-35.4608,79.7,83,34,8.28
357,Mwene-Ditu,CD,2021-10-22 03:46:46,-7.0,23.45,64.54,98,100,3.62
358,Gao,ML,2021-10-22 03:46:47,16.6362,1.637,81.52,23,13,9.04
359,Moose Factory,CA,2021-10-22 03:46:47,51.2585,-80.6094,32.0,100,90,9.22
360,Biberach,DE,2021-10-22 03:46:47,48.0934,9.7905,49.12,89,75,1.14
361,Sydney Mines,CA,2021-10-22 03:46:48,46.2367,-60.2177,50.0,94,75,1.01
362,Progreso,MX,2021-10-22 03:46:48,21.2833,-89.6667,76.1,89,100,5.19
363,Salur,IN,2021-10-22 03:46:49,18.5333,83.2167,83.25,71,100,2.59
364,Farafangana,MG,2021-10-22 03:46:49,-22.8167,47.8333,69.67,84,100,7.67
365,Ambilobe,MG,2021-10-22 03:46:49,-13.2,49.05,79.02,70,50,0.69
366,Kazerun,IR,2021-10-22 03:46:50,29.6195,51.6541,70.02,28,0,1.36
367,Roald,NO,2021-10-22 03:43:13,62.5833,6.1333,44.91,81,75,18.41
368,Pemba,MZ,2021-10-22 03:46:50,-12.974,40.5178,74.1,88,40,8.05
369,Burr Ridge,US,2021-10-22 03:46:50,41.7489,-87.9184,51.76,83,90,4.0
370,Bonthe,SL,2021-10-22 03:46:51,7.5264,-12.505,76.75,89,100,1.72
371,Aksarka,RU,2021-10-22 03:46:51,66.5606,67.7975,29.52,84,100,8.7
372,Omboue,GA,2021-10-22 03:46:52,-1.5746,9.2618,75.88,88,98,8.39
373,San Cristobal,VE,2021-10-22 03:46:52,7.7669,-72.225,66.38,98,57,1.83
374,Aksu,CN,2021-10-22 03:46:53,41.1231,80.2644,59.13,23,84,3.6
375,Dudinka,RU,2021-10-22 03:46:53,69.4058,86.1778,15.6,96,77,4.14
376,Abu Kamal,SY,2021-10-22 03:46:54,34.4506,40.9171,64.78,31,0,1.7
377,Adrar,MR,2021-10-22 03:45:13,20.5022,-10.0711,69.08,26,2,9.37
378,Marand,IR,2021-10-22 03:46:54,38.4329,45.7749,34.14,60,0,0.43
379,Ponta Delgada,PT,2021-10-22 03:46:54,37.7333,-25.6667,61.52,88,20,4.61
380,Koungou,YT,2021-10-22 03:46:55,-12.7336,45.2042,78.51,78,20,11.5
381,Bubaque,GW,2021-10-22 03:46:55,11.2833,-15.8333,81.9,75,80,5.79
382,Chapais,CA,2021-10-22 03:45:13,49.7834,-74.8492,38.98,98,100,4.38
383,Panaba,MX,2021-10-22 03:46:56,21.2833,-88.2667,72.72,88,100,4.16
384,Smithfield,US,2021-10-22 03:45:19,41.922,-71.5495,64.9,94,1,4.61
385,Naifaru,MV,2021-10-22 03:43:31,5.4444,73.3657,81.55,78,57,7.7
386,Puerto Plata,DO,2021-10-22 03:42:33,19.7934,-70.6884,77.45,100,20,0.0
387,Dubai,AE,2021-10-22 03:42:09,25.2582,55.3047,84.22,61,0,9.78
388,Burhar,IN,2021-10-22 03:46:56,23.2167,81.5333,77.49,47,0,4.68
389,Kushmurun,KZ,2021-10-22 03:45:02,52.4503,64.6311,33.91,96,100,21.81
390,Hobyo,SO,2021-10-22 03:46:57,5.3505,48.5268,79.54,75,48,8.41
391,Pasching,AT,2021-10-22 03:46:57,48.2586,14.2042,52.25,82,75,9.22
392,Bhatkal,IN,2021-10-22 03:46:58,13.9667,74.5667,79.23,77,100,4.9
393,Sangmelima,CM,2021-10-22 03:46:58,2.9333,11.9833,67.59,99,100,1.86
394,Puerto Carreno,CO,2021-10-22 03:46:59,6.189,-67.4859,75.11,91,100,4.7
395,Ostersund,SE,2021-10-22 03:46:59,63.1792,14.6357,37.85,81,40,18.41
396,Bonavista,CA,2021-10-22 03:43:27,48.6499,-53.1147,45.12,75,26,19.28
397,Erzurum,TR,2021-10-22 03:46:59,40.0,41.5,22.68,46,0,3.33
398,Santa Luzia,BR,2021-10-22 03:47:00,-19.7697,-43.8514,64.74,82,90,8.05
399,Benguela,AO,2021-10-22 03:47:00,-12.5763,13.4055,73.53,83,72,3.6
400,San Martin,AR,2021-10-22 03:47:01,-33.081,-68.4681,75.74,37,23,22.01
401,Zheleznodorozhnyy,RU,2021-10-22 03:47:01,55.7503,38.0042,55.58,75,97,15.1
402,Manaquiri,BR,2021-10-22 03:47:02,-3.3167,-60.35,73.85,95,86,3.09
403,Lisakovsk,KZ,2021-10-22 03:47:02,52.5369,62.4936,34.63,97,100,17.69
404,Pyshchug,RU,2021-10-22 03:47:03,58.8873,45.7134,47.41,96,100,13.22
405,Iracoubo,GF,2021-10-22 03:47:03,5.4802,-53.2011,80.08,81,98,10.42
406,Katastarion,GR,2021-10-22 03:47:03,37.8333,20.7667,60.71,73,1,6.82
407,Kisesa,TZ,2021-10-22 03:47:04,-3.0833,34.15,69.17,61,100,5.01
408,Edea,CM,2021-10-22 03:47:04,3.8,10.1333,73.38,99,100,1.21
409,Landeck,AT,2021-10-22 03:47:04,47.1301,10.5636,42.75,92,64,2.73
410,Quthing,LS,2021-10-22 03:47:05,-30.4,27.7003,60.21,61,100,12.3
411,Iralaya,HN,2021-10-22 03:47:05,15.0,-83.2333,80.44,81,99,6.06
412,Estelle,US,2021-10-22 03:47:06,29.8458,-90.1067,78.01,83,40,3.44
413,Stornoway,GB,2021-10-22 03:47:06,58.2093,-6.3865,44.56,76,20,16.11
414,Kyshtovka,RU,2021-10-22 03:47:06,56.555,76.6271,36.32,95,80,14.74
415,Lapua,FI,2021-10-22 03:47:06,62.9693,23.0088,41.68,95,100,9.31
416,Am Timan,TD,2021-10-22 03:47:07,11.0297,20.2827,73.06,86,82,4.16
417,Isabela,PH,2021-10-22 03:47:07,6.7085,121.9711,84.25,69,28,3.65
418,Porto Walter,BR,2021-10-22 03:45:51,-8.2686,-72.7439,77.38,75,61,2.73
419,Catamarca,AR,2021-10-22 03:47:08,-28.4696,-65.7852,73.58,37,0,15.75
420,Alegrete,BR,2021-10-22 03:47:08,-29.7831,-55.7919,55.49,81,0,8.28
421,Verkhoturye,RU,2021-10-22 03:47:08,58.8627,60.8054,34.61,85,100,8.39
422,Szczytno,PL,2021-10-22 03:47:09,53.5626,20.9875,44.53,76,40,14.97
423,Souris,CA,2021-10-22 03:47:09,49.6172,-100.2612,34.74,58,100,6.6
424,Nuuk,GL,2021-10-22 03:47:09,64.1835,-51.7216,30.81,64,95,13.8
425,Locri,IT,2021-10-22 03:47:10,38.2414,16.2623,67.82,58,6,4.94
426,Kondinskoye,RU,2021-10-22 03:42:33,59.6481,67.41,30.24,77,94,9.01
427,Purgstall,AT,2021-10-22 03:47:10,48.0584,15.1348,54.55,77,47,14.0
428,Lyndon,US,2021-10-22 03:47:11,38.2567,-85.6016,54.28,78,1,1.99
429,Botwood,CA,2021-10-22 03:47:11,49.1499,-55.3482,38.68,87,7,5.14
430,Korcula,HR,2021-10-22 03:47:12,42.9622,17.1369,57.76,79,55,18.37
431,Leh,IN,2021-10-22 03:47:12,34.1667,77.5833,41.59,39,3,5.3
432,Surt,LY,2021-10-22 03:47:12,31.2089,16.5887,70.47,61,76,12.48
433,Riohacha,CO,2021-10-22 03:44:59,11.5444,-72.9072,80.44,80,9,13.02
434,Krasnoselkup,RU,2021-10-22 03:47:13,65.7,82.4667,29.19,96,98,4.99
435,Montepuez,MZ,2021-10-22 03:47:13,-13.1256,38.9997,66.74,70,50,5.59
436,Tres Arroyos,AR,2021-10-22 03:47:14,-38.3739,-60.2798,54.45,99,100,6.11
437,Tambura,SS,2021-10-22 03:47:14,5.6,27.4667,67.14,98,86,3.87
438,Zyryanovsk,KZ,2021-10-22 03:45:48,49.7386,84.2719,49.64,40,98,1.66
439,Japura,ID,2021-10-22 03:44:56,-0.3167,102.35,87.55,65,98,1.66
440,Beisfjord,NO,2021-10-22 03:47:15,68.3751,17.5988,37.26,83,100,7.9
441,Riyadh,SA,2021-10-22 03:47:15,24.6877,46.7219,66.34,38,3,4.74
442,Ginir,ET,2021-10-22 03:47:16,7.1333,40.7,59.31,54,50,5.68
443,Belyy,RU,2021-10-22 03:47:16,55.8402,32.9419,49.15,72,83,12.84
444,Tucuman,AR,2021-10-22 03:44:20,-26.8241,-65.2226,71.6,49,0,6.91
445,Muli,MV,2021-10-22 03:47:16,2.9167,73.5667,81.97,70,15,8.3
446,Carbondale,US,2021-10-22 03:47:17,37.7273,-89.2168,55.4,76,90,4.61
447,Santa Cruz De La Palma,ES,2021-10-22 03:47:17,28.6835,-17.7642,73.54,78,90,17.27
448,Goderich,CA,2021-10-22 03:43:35,43.7501,-81.7165,49.91,87,100,16.11
449,Lugovoy,KZ,2021-10-22 03:42:58,42.9472,72.7644,37.45,92,100,1.54
450,La Primavera,CO,2021-10-22 03:47:18,5.4906,-70.4092,77.54,78,80,3.49
451,Bonito,BR,2021-10-22 03:47:18,-21.1211,-56.4819,68.67,67,0,2.64
452,Birjand,IR,2021-10-22 03:47:19,32.8663,59.2211,46.87,57,0,13.8
453,Ventanas,EC,2021-10-22 03:47:19,-1.45,-79.4667,75.58,86,100,1.9
454,Abu Samrah,SY,2021-10-22 03:47:19,35.3029,37.1841,62.65,40,3,2.37
455,Sur,OM,2021-10-22 03:47:20,22.5667,59.5289,83.03,52,1,4.23
456,Kalmunai,LK,2021-10-22 03:47:20,7.4167,81.8167,85.62,66,50,4.25
457,Baoro,CF,2021-10-22 03:47:21,5.6667,15.9667,67.55,98,100,2.57
458,Frankfort,ZA,2021-10-22 03:47:21,-27.2667,28.4833,60.49,50,100,4.61
459,Malakal,SS,2021-10-22 03:47:21,9.5334,31.6605,72.84,81,55,3.69
460,Bollnas,SE,2021-10-22 03:47:22,61.3482,16.3946,39.13,69,79,13.98
461,Kunda,IN,2021-10-22 03:47:22,25.7167,81.5167,79.68,51,1,9.08
462,Salym,RU,2021-10-22 03:47:04,60.0625,71.4789,33.69,85,100,9.08
463,Polyarnyy,RU,2021-10-22 03:47:23,69.1989,33.4478,30.67,60,100,25.9
464,Boma,GH,2021-10-22 03:47:23,7.0805,-2.1697,70.86,100,81,2.28
465,San Borja,BO,2021-10-22 03:47:23,-14.8167,-66.85,82.96,47,64,3.04
466,Henties Bay,NA,2021-10-22 03:47:24,-22.116,14.2845,52.86,89,0,2.04
467,Dungarpur,IN,2021-10-22 03:47:24,23.8333,73.7167,78.87,47,0,5.57
468,Raudeberg,NO,2021-10-22 03:47:24,61.9875,5.1352,42.87,87,100,5.01
469,Indiana,US,2021-10-22 03:42:44,40.0003,-86.2503,51.96,86,90,5.75
470,Kunnamangalam,IN,2021-10-22 03:47:25,11.3046,75.8777,83.03,74,95,2.75
471,Darnah,LY,2021-10-22 03:42:30,32.767,22.6367,64.29,66,5,5.95
472,Blytheville,US,2021-10-22 03:47:25,35.9273,-89.919,57.47,66,1,10.0
473,Viedma,AR,2021-10-22 03:47:26,-40.8135,-62.9967,49.71,78,47,11.32
474,Deer Lake,CA,2021-10-22 03:45:09,49.1667,-57.4316,40.86,81,90,5.75
475,Mao,ES,2021-10-22 03:47:26,39.8885,4.2658,66.76,68,20,17.27
476,Gobabis,NA,2021-10-22 03:45:32,-22.45,18.9667,57.15,41,0,6.71
477,Biscarrosse,FR,2021-10-22 03:47:27,44.3945,-1.1672,58.75,94,90,0.0
478,Codajas,BR,2021-10-22 03:47:27,-3.8367,-62.0569,74.64,90,78,3.04
479,Asyut,EG,2021-10-22 03:47:27,27.181,31.1837,62.78,65,4,10.6
480,Lucea,JM,2021-10-22 03:47:28,18.451,-78.1736,80.46,82,23,8.68
481,Adamovka,RU,2021-10-22 03:47:28,51.5223,59.9396,36.72,84,100,19.22
482,Sherbrooke,CA,2021-10-22 03:44:25,45.4001,-71.8991,55.6,100,1,1.14
483,Praia Da Vitoria,PT,2021-10-22 03:47:29,38.7333,-27.0667,66.76,88,40,7.99
484,Caapora,BR,2021-10-22 03:47:29,-7.5156,-34.9083,80.35,87,92,3.98
485,Cayenne,GF,2021-10-22 03:42:54,4.9333,-52.3333,81.09,85,75,3.0
486,Verkhnyaya Toyma,RU,2021-10-22 03:47:30,62.2349,44.9985,39.18,100,100,5.44
487,Bushehr,IR,2021-10-22 03:47:30,28.9684,50.8385,78.82,53,0,6.91
488,Xuddur,SO,2021-10-22 03:47:30,4.1213,43.8894,72.99,84,11,6.22
489,Miraflores,MX,2021-10-22 03:47:31,19.2167,-98.8083,61.45,88,100,3.53
490,Mount Pleasant,US,2021-10-22 03:47:31,32.7941,-79.8626,71.98,86,1,3.0
491,Lisala,CD,2021-10-22 03:47:32,2.15,21.5167,67.3,100,100,0.58
492,Oristano,IT,2021-10-22 03:47:32,39.9,8.6,55.56,68,98,2.93
493,Potsdam,DE,2021-10-22 03:47:32,52.3989,13.0657,45.21,79,70,15.17
494,Ureki,GE,2021-10-22 03:47:33,41.9956,41.7786,55.83,67,0,5.86
495,Mbandaka,CD,2021-10-22 03:47:34,0.0487,18.2603,70.48,96,99,2.8
496,Paragominas,BR,2021-10-22 03:47:34,-2.9667,-47.4833,72.84,97,98,2.84
497,Antalaha,MG,2021-10-22 03:47:34,-14.9003,50.2788,75.36,71,66,2.08
498,Hun,LY,2021-10-22 03:47:35,29.1268,15.9477,67.53,46,67,7.76
499,Thinadhoo,MV,2021-10-22 03:47:35,0.5333,72.9333,82.78,68,71,7.0
500,Beira,MZ,2021-10-22 03:45:40,-19.8436,34.8389,62.69,94,20,4.61
501,Petrozavodsk,RU,2021-10-22 03:47:36,61.7849,34.3469,44.06,100,100,0.0
502,Sinnamary,GF,2021-10-22 03:47:36,5.3833,-52.95,79.2,85,90,9.66
503,Mangrol,IN,2021-10-22 03:43:51,21.1167,70.1167,79.48,60,4,4.12
504,Revda,RU,2021-10-22 03:47:36,56.801,59.9303,32.81,96,100,11.36
505,Skjervoy,NO,2021-10-22 03:46:42,70.0311,20.9714,37.4,67,100,28.52
506,Weston,US,2021-10-22 03:47:37,26.1004,-80.3998,81.01,85,40,3.0
507,Bay City,US,2021-10-22 03:47:37,43.5945,-83.8889,45.57,77,90,16.11
508,Comodoro Rivadavia,AR,2021-10-22 03:45:06,-45.8667,-67.5,48.06,34,0,4.61
509,Rypefjord,NO,2021-10-22 03:47:38,70.6333,23.6667,32.47,80,75,21.85
510,Bandar-E Lengeh,IR,2021-10-22 03:47:38,26.5579,54.8807,84.31,70,1,9.22
511,Eydhafushi,MV,2021-10-22 03:47:38,5.1033,73.0708,81.77,76,59,8.46
512,Nampula,MZ,2021-10-22 03:47:39,-15.1165,39.2666,64.35,88,20,3.44
513,Khash,IR,2021-10-22 03:47:39,28.2211,61.2158,57.85,39,0,8.48
514,Santa Cruz De Tenerife,ES,2021-10-22 03:47:39,28.4682,-16.2546,73.72,88,90,5.01
515,Inhambane,MZ,2021-10-22 03:47:36,-23.865,35.3833,71.58,68,20,6.91
516,Oranjemund,NA,2021-10-22 03:46:35,-28.55,16.4333,59.77,73,97,16.31
517,Esna,EG,2021-10-22 03:47:40,25.2934,32.554,66.22,46,0,10.56
518,Sorland,NO,2021-10-22 03:42:44,67.667,12.6934,39.33,69,100,21.59
519,Raga,SS,2021-10-22 03:47:40,8.4596,25.678,69.73,93,100,4.43
520,Manama,BH,2021-10-22 03:45:09,26.2154,50.5832,84.18,56,0,18.41
521,Candido Mendes,BR,2021-10-22 03:47:41,-1.4467,-45.7167,75.6,91,66,2.55
522,Abnub,EG,2021-10-22 03:47:41,27.2696,31.1511,62.82,65,6,10.2
523,Conde,BR,2021-10-22 03:43:36,-7.2597,-34.9075,78.26,89,75,4.61
524,Beni,CD,2021-10-22 03:47:42,0.5,29.4667,61.92,100,96,1.32
525,Kopavogur,IS,2021-10-22 03:47:42,64.1123,-21.913,37.62,56,75,11.5
526,Male,MV,2021-10-22 03:44:47,4.1748,73.5089,84.15,74,75,5.75
527,Alta Floresta,BR,2021-10-22 03:44:07,-9.8756,-56.0861,71.15,95,29,3.91
528,Bella Vista,US,2021-10-22 03:47:43,36.4295,-94.2316,51.28,85,1,0.0
529,Murgab,TM,2021-10-22 03:47:43,37.4966,61.9714,35.47,87,0,0.0
530,Dwarka,IN,2021-10-22 03:47:43,22.2394,68.9678,80.1,55,0,10.18
531,Chake Chake,TZ,2021-10-22 03:47:44,-5.2459,39.7666,76.69,78,17,5.84
532,Rorvik,NO,2021-10-22 03:47:44,64.8621,11.2373,36.52,75,100,12.71
533,Teguldet,RU,2021-10-22 03:47:44,57.3064,88.1667,47.98,55,95,8.66
534,Chilca,PE,2021-10-22 03:42:48,-12.5211,-76.7372,63.61,88,91,7.83
535,Matveyevka,RU,2021-10-22 03:47:45,52.15,56.1833,41.95,99,100,13.29
536,Ampanihy,MG,2021-10-22 03:47:45,-24.7,44.75,64.11,69,0,6.91
537,Illapel,CL,2021-10-22 03:47:46,-31.6308,-71.1653,54.99,81,0,1.92
538,Bom Jesus,BR,2021-10-22 03:47:46,-9.0744,-44.3586,73.81,90,100,1.14
539,Aspindza,GE,2021-10-22 03:47:46,41.5739,43.2483,43.11,52,0,6.33
540,Mendoza,AR,2021-10-22 03:47:47,-32.8908,-68.8272,74.73,33,0,11.5
541,Gavle,SE,2021-10-22 03:44:12,60.6745,17.1417,40.5,82,76,4.0
542,Meybod,IR,2021-10-22 03:47:47,32.2501,54.0166,53.62,39,0,10.18
543,Planeta Rica,CO,2021-10-22 03:47:47,8.4147,-75.5883,73.99,94,62,7.09
544,Deder,ET,2021-10-22 03:47:48,9.3167,41.45,56.62,40,99,5.01
545,Harwich,GB,2021-10-22 03:47:48,51.9419,1.2844,45.0,84,5,10.0
546,Buenos Aires,AR,2021-10-22 03:47:48,-34.6132,-58.3772,69.69,67,0,11.5
547,Gumdag,TM,2021-10-22 03:47:49,39.2061,54.5906,49.62,34,0,10.18
548,Hluti,SZ,2021-10-22 03:47:49,-27.2167,31.6167,63.43,80,97,4.68
549,Jaguaribe,BR,2021-10-22 03:47:49,-5.8906,-38.6219,78.31,75,95,6.85
550,Nara,JP,2021-10-22 03:47:50,34.6851,135.8049,67.32,42,97,1.97
551,Kelme,LT,2021-10-22 03:47:50,55.6339,22.9342,42.82,76,69,21.77
552,Lethem,GY,2021-10-22 03:47:50,3.3803,-59.7968,75.7,87,87,2.71
553,Iskateley,RU,2021-10-22 03:47:51,67.6803,53.1512,28.44,96,99,8.3
554,Corralillo,CU,2021-10-22 03:47:51,22.9819,-80.5856,77.86,86,96,10.22
555,Linares,CL,2021-10-22 03:47:51,-35.85,-71.6,48.47,83,98,6.71
556,Kolobrzeg,PL,2021-10-22 03:47:52,54.1757,15.5834,42.96,100,91,31.07
557,Kemin,KG,2021-10-22 03:47:52,42.7846,75.6892,35.01,99,100,5.99
558,Broni,IT,2021-10-22 03:47:53,45.0655,9.2623,60.01,93,94,1.3
559,Lubao,PH,2021-10-22 03:47:53,14.9167,120.55,87.87,66,94,5.57
560,Hereford,GB,2021-10-22 03:47:53,52.0568,-2.7148,48.79,80,15,6.98
561,Shache,CN,2021-10-22 03:47:54,38.4167,77.2406,56.14,23,100,9.89
562,Gorgan,IR,2021-10-22 03:47:54,36.8387,54.4348,42.76,93,0,4.61
563,Santo Amaro Da Imperatriz,BR,2021-10-22 03:47:54,-27.6881,-48.7786,65.77,89,87,2.71
564,Cienaga De Oro,CO,2021-10-22 03:47:55,8.8744,-75.6203,74.89,94,72,6.08
565,Eyrarbakki,IS,2021-10-22 03:47:55,63.863,-21.1481,37.45,68,100,12.73
566,Korampallam,IN,2021-10-22 03:47:56,8.7667,78.1,86.29,70,40,2.3
567,Rovaniemi,FI,2021-10-22 03:47:56,66.5,25.7167,29.61,80,90,19.57
568,Mazara Del Vallo,IT,2021-10-22 03:47:56,37.6641,12.588,70.0,92,98,16.33
569,Nouadhibou,MR,2021-10-22 03:47:57,20.931,-17.0347,76.98,44,80,11.5
570,Jinotega,NI,2021-10-22 03:47:47,13.0917,-86.0018,64.45,96,100,2.73
571,Namanga,KE,2021-10-22 03:47:57,-2.5433,36.7905,63.57,83,18,5.5
572,San Carlos De Bariloche,AR,2021-10-22 03:47:49,-41.1456,-71.3082,35.35,64,0,3.44
573,Muzhi,RU,2021-10-22 03:47:58,65.3667,64.6667,30.16,78,100,12.53
574,Plavsk,RU,2021-10-22 03:47:59,53.7094,37.2919,49.8,72,100,16.93
575,Port Hawkesbury,CA,2021-10-22 03:47:59,45.6169,-61.3485,54.59,92,90,3.0
576,Noyabrsk,RU,2021-10-22 03:47:59,63.1994,75.4507,35.15,95,100,10.11
577,Tazmalt,DZ,2021-10-22 03:48:00,36.3868,4.3989,61.99,49,51,3.78
