City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
343,Glace Bay,CA,46.1969,-59.957,62.58,96,90,3.0,mist
344,Ereymentau,KZ,51.6199,73.1033,46.2,82,74,20.83,broken clouds
345,Boa Vista,BR,2.8197,-60.6733,85.98,62,40,10.36,scattered clouds
346,Puerto Maldonado,PE,-12.6,-69.1833,95.4,46,20,3.44,few clouds
347,Kongolo,CD,-5.3833,27.0,74.03,75,65,1.01,broken clouds
348,Mitsamiouli,KM,-11.3847,43.2844,78.13,76,17,5.86,few clouds
349,Manta,EC,-0.95,-80.7333,80.38,74,40,6.91,scattered clouds
350,Berlevag,NO,70.8578,29.0864,35.67,61,100,21.88,overcast clouds
351,Shelburne,CA,44.0787,-80.2041,46.11,72,97,5.79,overcast clouds
352,De Aar,ZA,-30.6497,24.0123,50.95,50,35,8.34,scattered clouds
353,Tambopata,PE,-12.7333,-69.1833,94.89,46,20,3.44,few clouds
354,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,66.47,79,90,15.97,overcast clouds
355,Pell City,US,33.5862,-86.2861,75.38,65,1,0.0,clear sky
356,Margate,GB,51.3813,1.3862,56.3,76,37,15.03,scattered clouds
357,Landerneau,FR,48.4525,-4.2525,54.37,76,90,10.36,overcast clouds
358,Lida,BY,53.8833,25.2997,38.28,91,48,12.15,scattered clouds
359,Sergeyevka,KZ,53.88,67.4158,46.13,84,63,13.24,broken clouds
360,Kavaratti,IN,10.5669,72.642,80.62,78,84,1.39,broken clouds
361,Charleston,US,32.7766,-79.9309,77.02,61,1,1.99,clear sky
362,Apeldoorn,NL,52.21,5.9694,48.94,93,90,4.61,overcast clouds
363,Grand Gaube,MU,-20.0064,57.6608,74.37,76,92,5.99,overcast clouds
364,Curaca,BR,-8.9903,-39.9094,87.93,47,85,10.98,overcast clouds
365,Yanam,IN,16.7333,82.2167,74.77,92,89,2.86,moderate rain
366,Millinocket,US,45.6573,-68.7098,48.9,61,90,3.44,overcast clouds
367,Zhanaozen,KZ,43.3,52.8,50.32,26,0,11.48,clear sky
368,Zlitan,LY,32.4674,14.5687,81.64,34,100,8.99,overcast clouds
369,Muros,ES,42.7762,-9.0603,59.85,94,16,3.71,few clouds
370,Sudak,UA,44.85,34.9667,58.51,87,86,7.4,overcast clouds
371,Endicott,US,42.0984,-76.0494,48.94,90,90,3.44,overcast clouds
372,Gao,ML,16.6362,1.637,87.75,35,91,6.4,overcast clouds
373,Sokoni,TZ,-6.4333,39.55,77.79,78,7,9.35,clear sky
374,Shache,CN,38.4167,77.2406,45.77,35,38,4.25,scattered clouds
375,General Roca,AR,-39.0333,-67.5833,73.62,17,3,28.05,clear sky
376,Skjervoy,NO,70.0311,20.9714,34.48,96,100,1.79,light snow
377,Menongue,AO,-14.6585,17.691,68.61,68,52,4.43,broken clouds
378,Amersham,GB,51.6667,-0.6167,53.17,80,77,1.99,broken clouds
379,Jacareacanga,BR,-6.2222,-57.7528,81.32,72,100,1.61,overcast clouds
380,Vila Do Maio,CV,15.1333,-23.2167,80.2,69,3,15.52,clear sky
381,Paralimni,CY,35.0375,33.9833,67.08,79,0,8.01,clear sky
382,Aparecida Do Taboado,BR,-20.0867,-51.0936,86.36,43,44,10.22,scattered clouds
383,Lagos,NG,6.5833,3.75,74.66,94,100,1.45,overcast clouds
384,Lima,PE,-12.0432,-77.0282,62.13,77,40,16.11,scattered clouds
385,Itaituba,BR,-4.2761,-55.9836,81.34,75,100,1.79,overcast clouds
386,Gualaquiza,EC,-3.4,-78.55,70.25,94,95,0.92,moderate rain
387,Kagadi,UG,0.9606,30.7967,62.17,98,45,2.44,scattered clouds
388,Staryy Oskol,RU,51.2967,37.8417,41.14,71,2,9.48,clear sky
389,Farafangana,MG,-22.8167,47.8333,72.05,96,16,4.12,few clouds
390,Saint-Pierre,RE,-21.3393,55.4781,74.84,81,0,4.61,clear sky
391,Trelew,AR,-43.249,-65.3051,68.52,9,77,25.66,broken clouds
392,Umba,RU,66.6871,34.3429,27.63,86,100,4.03,overcast clouds
393,Coquimbo,CL,-29.9533,-71.3436,62.33,63,0,5.75,clear sky
394,Massillon,US,40.7967,-81.5215,53.55,58,98,1.01,overcast clouds
395,Ullapool,GB,57.8987,-5.1604,55.94,91,100,8.19,moderate rain
396,Sao Benedito Do Rio Preto,BR,-3.3336,-43.5283,77.45,85,98,3.0,light rain
397,Joao Pinheiro,BR,-17.7425,-46.1725,79.68,41,38,6.71,scattered clouds
398,Mao,ES,39.8885,4.2658,64.96,77,40,14.97,scattered clouds
399,Oranjestad,AW,12.524,-70.027,85.95,70,20,19.57,few clouds
400,Constitucion,CL,-35.3333,-72.4167,55.89,71,0,17.38,clear sky
401,El Calvario,GT,14.1167,-89.9167,69.1,91,68,4.07,broken clouds
402,Mumbwa,ZM,-14.9783,27.0619,75.52,35,27,2.26,scattered clouds
403,Birjand,IR,32.8663,59.2211,50.07,16,0,2.55,clear sky
404,Vetlanda,SE,57.4289,15.0776,32.54,87,74,3.38,broken clouds
405,Mahibadhoo,MV,3.7833,72.9667,82.26,74,79,15.28,broken clouds
406,Ordu,TR,40.9086,37.6845,39.7,76,0,4.36,clear sky
407,Agirish,RU,61.9247,63.0231,35.78,85,98,12.08,overcast clouds
408,Port-Gentil,GA,-0.7193,8.7815,77.49,83,65,8.68,broken clouds
409,Dagana,MR,16.5165,-15.5068,89.35,19,11,2.82,few clouds
410,Odweyne,SO,9.4092,45.064,71.49,33,6,11.72,clear sky
411,Pipri,IN,19.8,75.5333,68.52,72,43,2.91,scattered clouds
412,Inhambane,MZ,-23.865,35.3833,74.17,88,1,16.2,clear sky
413,Sumbe,AO,-11.2061,13.8437,75.56,79,95,7.05,overcast clouds
414,Ikom,NG,5.9667,8.7063,72.18,96,79,0.72,broken clouds
415,Plettenberg Bay,ZA,-34.0527,23.3716,55.49,80,66,7.49,broken clouds
416,Iqaluit,CA,63.7506,-68.5145,31.73,80,90,11.01,light snow
417,Uspenskaya,RU,45.7645,41.067,49.35,83,100,7.05,overcast clouds
418,Geraldton,AU,-28.7667,114.6,52.21,93,26,4.61,scattered clouds
419,Matara,LK,5.9485,80.5353,77.31,86,36,9.55,scattered clouds
420,Puerto El Triunfo,SV,13.2833,-88.55,82.56,78,65,5.57,broken clouds
421,Shediac,CA,46.2198,-64.5411,59.52,82,75,6.91,broken clouds
422,Sao Roque,BR,-23.5292,-47.1353,84.69,39,90,2.57,overcast clouds
423,Embonas,GR,36.2269,27.8564,62.73,74,5,10.36,clear sky
424,Halifax,CA,44.6453,-63.5724,62.49,96,100,4.0,overcast clouds
425,Jijiga,ET,9.35,42.8,61.14,57,2,7.56,clear sky
426,Ware,GB,51.8126,-0.0283,53.85,79,90,1.99,overcast clouds
427,Tshikapa,CD,-6.4167,20.8,75.4,75,80,2.51,light rain
428,Peniche,PT,39.3558,-9.3811,65.62,85,22,9.98,few clouds
429,Esmeraldas,BR,-19.7625,-44.3139,79.66,68,43,13.13,scattered clouds
430,Abensberg,DE,48.8167,11.85,41.27,79,90,4.59,overcast clouds
431,Sangmelima,CM,2.9333,11.9833,66.63,99,50,2.64,scattered clouds
432,Jiwani,PK,25.05,61.7417,78.21,73,0,1.68,clear sky
433,Marysville,US,48.0518,-122.1771,56.8,82,90,1.99,overcast clouds
434,Dharchula,IN,29.85,80.5333,55.94,70,0,6.64,clear sky
435,Conceicao Do Araguaia,BR,-8.2578,-49.2647,77.83,82,100,5.1,light rain
436,Rodos,GR,36.4408,28.2225,67.66,77,0,3.0,clear sky
437,Comodoro Rivadavia,AR,-45.8667,-67.5,62.46,15,40,28.77,scattered clouds
438,Havelock,US,34.8791,-76.9013,73.96,71,0,3.94,clear sky
439,Ciudad Guayana,VE,8.3533,-62.6528,79.52,86,98,7.07,overcast clouds
440,Sohag,EG,26.557,31.6948,71.33,46,3,9.84,clear sky
441,Killybegs,IE,54.6333,-8.45,55.31,90,100,21.94,overcast clouds
442,Fandriana,MG,-20.2333,47.3833,60.91,88,2,3.33,clear sky
443,Fort-Shevchenko,KZ,44.5086,50.263,55.58,46,0,10.89,clear sky
444,Batsfjord,NO,70.6345,29.7185,32.22,72,95,16.67,light snow
445,Mudhol,IN,16.35,75.2833,75.78,74,96,3.53,overcast clouds
446,Cagliari,IT,39.245,9.0912,68.92,69,20,4.61,few clouds
447,Buncrana,IE,55.1333,-7.45,53.87,93,100,16.37,light rain
448,Beirut,LB,33.8889,35.4944,72.34,64,75,5.75,broken clouds
449,Bure,ET,10.7,37.0667,53.92,76,54,4.56,broken clouds
450,Tres Arroyos,AR,-38.3739,-60.2798,52.14,60,2,13.44,clear sky
451,Luquillo,PR,18.3725,-65.7166,84.11,74,20,10.36,few clouds
452,Dawlatabad,AF,36.4141,64.9053,46.85,32,0,3.65,clear sky
453,Gari,RU,59.4307,62.3497,38.1,77,27,11.41,scattered clouds
454,Dragotesti,RO,44.8,23.1667,46.31,65,53,4.85,broken clouds
455,Santa Ines,BR,-3.6667,-45.38,78.78,81,95,3.33,light rain
456,Mount Vernon,US,40.9126,-73.8371,60.44,66,75,1.99,broken clouds
457,Jaisalmer,IN,26.9147,70.9181,75.06,55,0,18.07,clear sky
458,Gdansk,PL,54.3521,18.6464,37.08,97,13,1.14,few clouds
459,Talcahuano,CL,-36.7167,-73.1167,56.88,72,0,17.27,clear sky
460,Maniitsoq,GL,65.4167,-52.9,27.03,48,100,6.15,overcast clouds
461,Kalevala,RU,65.2,31.1667,21.96,95,100,3.74,overcast clouds
462,Monrovia,LR,6.3005,-10.7969,78.46,85,98,4.88,light rain
463,Kirkenaer,NO,60.4564,12.0582,39.85,79,100,5.46,overcast clouds
464,Hamburg,DE,53.55,10.0,46.31,95,59,0.0,broken clouds
465,Okoneshnikovo,RU,54.8377,75.0834,49.39,72,97,17.96,overcast clouds
466,Bulancak,TR,40.9372,38.2291,51.62,93,0,0.0,clear sky
467,Cali,CO,3.4372,-76.5225,56.75,87,99,3.44,overcast clouds
468,Karlovo,BG,42.6333,24.8,58.17,89,100,7.65,overcast clouds
469,Cassilandia,BR,-19.1133,-51.7342,87.35,41,71,10.02,broken clouds
470,Ardakan,IR,32.31,54.0175,57.74,19,0,4.92,clear sky
471,Zvishavane,ZW,-20.3267,30.0665,80.06,38,95,4.72,overcast clouds
472,Nantucket,US,41.2835,-70.0995,57.31,73,1,6.91,clear sky
473,Resplendor,BR,-19.3256,-41.2553,75.56,80,98,6.73,overcast clouds
474,Camopi,GF,3.1655,-52.3158,76.51,87,100,3.15,overcast clouds
475,Asyut,EG,27.181,31.1837,70.54,48,1,10.4,clear sky
476,Bombay,IN,19.0144,72.8479,80.58,74,41,4.61,haze
477,Maues,BR,-3.3836,-57.7186,83.43,66,90,2.48,overcast clouds
478,Qena,EG,26.1615,32.7183,72.61,42,0,6.49,clear sky
479,Kargil,IN,34.5667,76.1,22.93,97,100,1.5,snow
480,Coro,VE,11.4045,-69.6734,82.92,74,29,19.75,scattered clouds
481,Benghazi,LY,32.1167,20.0667,76.32,44,61,14.18,broken clouds
482,Muzhi,RU,65.3667,64.6667,28.99,76,81,20.29,broken clouds
483,Villagomez,CO,5.2737,-74.1961,71.98,97,50,1.28,scattered clouds
484,Sucua,EC,-2.4667,-78.1667,79.54,73,40,5.75,moderate rain
485,Skuodas,LT,56.2667,21.5333,42.66,77,99,8.63,overcast clouds
486,Harwich,GB,51.9419,1.2844,54.21,75,92,4.0,overcast clouds
487,Buraydah,SA,26.326,43.975,76.51,18,0,6.78,clear sky
488,Tangier,MA,35.7806,-5.8137,67.35,64,0,18.41,clear sky
489,Abu Dhabi,AE,24.4667,54.3667,84.31,70,0,3.44,clear sky
490,Radford,US,37.1318,-80.5764,64.81,59,1,5.75,clear sky
491,Olinda,BR,-8.0089,-34.8553,82.13,74,75,6.91,broken clouds
492,Matadi,CD,-5.8167,13.45,78.17,84,99,6.11,light rain
493,Yarada,IN,17.65,83.2667,79.12,94,75,2.3,mist
494,Trosna,RU,52.4446,35.7791,41.22,69,83,11.65,broken clouds
495,Puerto Narino,CO,-3.7703,-70.3831,82.35,77,82,2.39,broken clouds
496,Mancio Lima,BR,-7.6142,-72.8958,85.73,59,99,2.82,overcast clouds
497,Valparaiso,CL,-33.0393,-71.6273,69.44,49,0,17.27,clear sky
498,Saint-Louis,SN,16.3333,-15.0,89.56,19,53,4.12,broken clouds
499,Chebsara,RU,59.2002,38.8356,37.81,97,100,6.26,light rain
500,Rabo De Peixe,PT,37.8,-25.5833,65.71,77,20,4.61,few clouds
501,Paraibano,BR,-6.4331,-43.9836,74.91,88,99,3.11,overcast clouds
502,Igatpuri,IN,19.7,73.55,64.54,87,33,2.04,scattered clouds
503,Eirunepe,BR,-6.6603,-69.8736,84.07,65,100,2.15,heavy intensity rain
504,Necochea,AR,-38.5473,-58.7368,53.04,73,17,20.27,few clouds
505,Urumqi,CN,43.801,87.6005,32.95,93,0,2.24,clear sky
506,Guaruja,BR,-23.9931,-46.2564,91.47,26,51,1.01,broken clouds
507,Omboue,GA,-1.5746,9.2618,75.7,89,93,4.99,overcast clouds
508,Rafaela,AR,-31.2503,-61.4867,71.06,44,20,3.0,few clouds
509,Puerto Leguizamo,CO,-0.1934,-74.7819,84.09,67,77,0.92,broken clouds
510,Imbituba,BR,-28.24,-48.6703,70.83,94,100,9.01,light rain
511,Ginir,ET,7.1333,40.7,57.11,43,0,6.53,clear sky
512,Kant,IN,27.8,79.8,70.52,69,0,4.88,clear sky
513,Kedrovyy,RU,56.1667,91.8167,36.01,96,100,14.29,light rain
514,Mpongwe,ZM,-13.5091,28.155,78.12,34,99,3.02,overcast clouds
515,Merritt Island,US,28.5392,-80.672,84.29,73,1,5.75,clear sky
516,Kalangala,UG,-0.3089,32.225,73.96,67,35,6.67,scattered clouds
517,Sioux Lookout,CA,50.1001,-91.917,39.58,81,75,8.05,broken clouds
518,Sembe,CG,1.6481,14.5806,71.37,98,100,2.19,light rain
519,Nouakchott,MR,18.0858,-15.9785,78.96,60,0,18.7,clear sky
520,Bartica,GY,6.4,-58.6167,79.12,99,100,2.3,light rain
521,Fez,MA,34.0372,-4.9998,61.05,47,0,4.61,clear sky
522,El Carmen,CO,8.5106,-73.4478,72.5,95,99,2.46,overcast clouds
523,Termoli,IT,41.9888,14.9895,61.72,86,100,11.7,overcast clouds
524,Salta,AR,-24.7859,-65.4117,69.58,53,21,3.0,few clouds
525,Oktyabrskoye,RU,43.0645,44.7417,32.14,100,0,6.71,mist
526,Bordighera,IT,43.7806,7.6645,67.55,29,0,5.99,clear sky
527,Vestmannaeyjar,IS,63.4427,-20.2734,47.62,84,100,14.45,overcast clouds
528,Rabak,SD,13.1809,32.74,87.58,32,27,8.21,scattered clouds
529,Matay,EG,28.419,30.7792,68.97,54,0,15.66,clear sky
530,Syracuse,IT,37.0881,15.2792,73.45,90,100,12.73,overcast clouds
531,Minab,IR,27.1467,57.0801,76.5,26,1,3.96,clear sky
532,Impfondo,CG,1.6381,18.0667,70.66,98,93,2.66,light rain
533,Bengkulu,ID,-3.8004,102.2655,75.52,88,51,3.2,broken clouds
534,Gilgit,PK,35.9221,74.3087,49.69,62,60,5.17,broken clouds
535,Tocopilla,CL,-22.092,-70.1979,63.3,61,19,6.96,few clouds
536,Carutapera,BR,-1.195,-46.02,79.32,79,88,6.58,overcast clouds
537,Botucatu,BR,-22.8858,-48.445,72.91,36,96,5.12,overcast clouds
538,Mbandaka,CD,0.0487,18.2603,72.25,94,65,4.32,broken clouds
539,Pleasantville,US,39.3898,-74.524,62.94,69,1,3.44,clear sky
540,Luba,GQ,3.4568,8.5547,77.36,85,54,2.44,broken clouds
541,Lokhvytsya,UA,50.3678,33.2602,40.12,71,19,6.2,few clouds
542,Zamora,EC,-4.0692,-78.9567,73.65,93,100,1.5,light rain
543,Tucurui,BR,-3.7661,-49.6725,76.17,89,100,3.71,overcast clouds
544,Lamu,KE,-2.2717,40.902,77.22,82,59,7.99,broken clouds
545,Barra Do Garcas,BR,-15.89,-52.2567,87.21,47,100,7.49,overcast clouds
546,Westport,US,41.1415,-73.3579,59.09,67,90,1.99,overcast clouds
547,Ushtobe,KZ,45.2514,77.9838,40.48,51,10,5.26,clear sky
548,Uaua,BR,-9.8414,-39.4817,80.94,63,81,5.53,broken clouds
549,Kutum,SD,14.2,24.6667,76.48,21,21,12.75,few clouds
550,Asfi,MA,32.2994,-9.2372,63.84,68,0,16.46,clear sky
551,Touros,BR,-5.1989,-35.4608,81.5,75,10,14.45,clear sky
552,Sechura,PE,-5.5569,-80.8222,72.28,66,93,17.94,overcast clouds
553,Antalaha,MG,-14.9003,50.2788,73.51,94,71,2.66,broken clouds
554,Port-Cartier,CA,50.0334,-66.8654,47.75,93,100,4.76,overcast clouds
555,Pavlodar,KZ,52.3,76.95,49.8,76,90,15.66,overcast clouds
556,Kirovskiy,RU,45.0917,133.5136,36.07,72,0,4.81,clear sky
557,Batamshinskiy,KZ,50.5594,58.2747,46.74,79,84,14.03,broken clouds
558,Tapes,BR,-30.6733,-51.3958,64.35,96,100,14.47,light rain
559,Santa Teresa,VE,10.2341,-66.6631,85.12,78,81,4.45,broken clouds
560,Rio Cuarto,AR,-33.1307,-64.3499,67.77,28,0,11.5,clear sky
561,Tahta,EG,26.7693,31.5021,71.58,47,4,9.82,clear sky
562,Hilsa,IN,25.3167,85.2833,69.73,74,0,3.83,clear sky
563,Rundu,NA,-17.9333,19.7667,81.16,37,92,4.07,light rain
564,Pfaffikon,CH,47.3645,8.792,43.86,82,6,2.3,clear sky
565,Soure,BR,-0.7167,-48.5233,81.18,80,96,8.81,overcast clouds
566,Tacoronte,ES,28.4769,-16.4102,68.18,69,90,8.99,overcast clouds
567,Havoysund,NO,70.9963,24.6622,32.88,54,100,19.86,light snow
568,Kalutara,LK,6.5831,79.9593,78.3,83,43,5.46,scattered clouds
569,Revda,RU,56.801,59.9303,36.41,86,70,10.78,broken clouds
570,Nadym,RU,65.5333,72.5167,30.18,85,78,17.34,broken clouds
571,Plouzane,FR,48.3833,-4.6167,53.69,76,90,11.5,overcast clouds
572,Trairi,BR,-3.2778,-39.2689,80.26,74,14,10.47,few clouds
573,Mafeteng,LS,-29.823,27.2374,47.35,66,3,4.85,clear sky
574,Beli Potok,RS,44.7061,20.5197,48.42,80,91,5.44,light rain
575,Kalety,PL,50.5627,18.8926,39.88,93,0,6.91,clear sky
576,Prieska,ZA,-29.6641,22.7474,53.8,55,4,4.9,clear sky
577,Sol-Iletsk,RU,51.1631,54.9918,51.28,82,100,12.26,light rain
578,Stokmarknes,NO,68.5646,14.9108,36.37,89,100,3.13,overcast clouds
579,Nalut,LY,30.3333,10.85,73.2,45,100,2.39,overcast clouds
580,Selma,US,36.5708,-119.6121,71.38,47,39,9.01,scattered clouds
581,Ailigandi,PA,9.2333,-78.0167,82.67,77,52,1.52,broken clouds
582,Camacha,PT,33.0833,-16.3333,67.42,60,40,9.22,scattered clouds
583,Dukstas,LT,55.5333,26.3333,38.8,94,93,9.98,overcast clouds
584,Sekoma,BW,-24.4,23.8833,65.66,21,0,15.5,clear sky
585,Loiza,PR,18.4313,-65.8802,84.16,73,40,12.66,haze
586,Butterworth,MY,5.3991,100.3638,79.0,91,20,2.3,few clouds
587,Desaguadero,PE,-16.5656,-69.0417,60.35,26,85,9.48,overcast clouds
588,Kholm,RU,59.2667,32.85,35.98,91,100,8.46,overcast clouds
589,Garango,BF,11.8,-0.5506,81.93,60,100,8.88,overcast clouds
590,Hualmay,PE,-11.0964,-77.6139,65.93,76,10,11.72,clear sky
591,Cabinda,AO,-5.55,12.2,78.21,85,99,8.08,overcast clouds
592,Clarksburg,US,39.2807,-80.3445,56.93,80,90,3.44,overcast clouds
593,Kargasok,RU,59.0556,80.8572,45.57,87,100,18.16,overcast clouds
594,Bougouni,ML,11.417,-7.479,78.94,70,100,2.93,overcast clouds
595,Doha,QA,25.2867,51.5333,80.58,59,0,6.91,clear sky
596,Chateaubelair,VC,13.2833,-61.25,81.21,69,40,14.97,scattered clouds
597,Makinsk,KZ,52.6292,70.4169,40.71,80,99,14.43,overcast clouds
598,Vallenar,CL,-28.5708,-70.7581,71.38,32,0,5.21,clear sky
599,Boueni,YT,-12.9025,45.0761,78.78,79,70,6.8,broken clouds
600,Reyes,BO,-14.3167,-67.3833,96.26,36,15,8.39,few clouds
601,Mizdah,LY,31.4451,12.9801,74.61,40,100,4.23,overcast clouds
602,Ocean City,US,39.2776,-74.5746,63.0,74,53,1.99,broken clouds
603,Altoona,US,40.5187,-78.3947,50.72,83,99,1.01,overcast clouds
604,Marseille,FR,43.3333,5.5,57.85,62,0,4.47,clear sky
605,San Cristobal,VE,7.7669,-72.225,77.18,80,93,3.13,overcast clouds
606,Hobyo,SO,5.3505,48.5268,79.11,79,43,8.55,scattered clouds
607,Barranca,PE,-10.75,-77.7667,64.6,78,9,10.27,clear sky
608,Oum Hadjer,TD,13.2954,19.6966,87.66,22,10,7.07,clear sky
609,Kars,TR,40.602,43.095,32.45,74,0,6.91,clear sky
610,Honningsvag,NO,70.9821,25.9704,38.59,51,100,22.3,overcast clouds
611,Shirvan,AZ,39.9509,48.8994,57.27,87,13,1.79,few clouds
612,Kostomuksha,RU,64.571,30.5767,23.07,94,100,4.05,overcast clouds
613,Athmallik,IN,20.7219,84.5348,67.08,76,16,1.01,few clouds
614,Yukamenskoye,RU,57.8865,52.2416,35.8,94,43,6.96,scattered clouds
615,Santana Do Livramento,BR,-30.8908,-55.5328,58.12,97,98,5.91,overcast clouds
616,Cazzago San Martino,IT,45.5938,10.0419,56.88,58,11,4.79,few clouds
617,Mwinilunga,ZM,-11.7358,24.4293,71.11,57,77,1.1,broken clouds
618,San Alberto,CO,7.7611,-73.3922,81.41,90,92,1.5,overcast clouds
619,Tashtagol,RU,52.7657,87.8894,35.91,91,100,4.99,overcast clouds
620,Lourdes,FR,43.1,-0.05,42.28,93,0,4.61,clear sky
621,Ibra,OM,22.6906,58.5334,74.66,68,3,4.56,clear sky
622,Narasaraopet,IN,16.25,80.0667,72.86,79,84,3.04,broken clouds
623,Paita,PE,-5.0892,-81.1144,70.36,79,85,18.77,overcast clouds
624,Yimnon,GR,38.4333,23.8833,68.65,82,13,0.2,few clouds
625,Gazli,UZ,40.1333,63.45,49.57,32,0,11.97,clear sky
626,Orbetello,IT,42.4408,11.2196,62.62,80,96,6.76,overcast clouds
627,Tessalit,ML,20.1986,1.0114,87.62,18,51,9.17,broken clouds
628,Kashi,CN,39.4547,75.9797,43.81,19,0,11.18,clear sky
629,Hetauda,NP,27.4284,85.0322,74.55,90,38,3.11,scattered clouds
630,Uarini,BR,-2.99,-65.1083,80.55,79,100,2.84,moderate rain
631,Axim,GH,4.8699,-2.2405,78.3,83,93,5.1,overcast clouds
632,Oistins,BB,13.0667,-59.5333,82.49,69,20,18.41,few clouds
633,Dalvik,IS,65.9702,-18.5286,33.73,96,99,0.49,overcast clouds
634,Eyl,SO,7.9803,49.8164,77.5,78,19,8.86,few clouds
635,Rulenge,TZ,-2.7175,30.6325,64.45,78,32,2.82,scattered clouds
636,Sault Sainte Marie,CA,46.5168,-84.3333,46.96,78,90,11.5,overcast clouds
637,Saint-Francois,FR,46.4154,3.9054,36.68,93,14,2.3,mist
638,Nizip,TR,37.0097,37.7942,51.93,22,0,6.42,clear sky
639,West Point,US,33.6076,-88.6503,77.11,52,1,8.05,clear sky
640,Temiscaming,CA,46.7212,-79.0971,44.11,65,70,5.75,broken clouds
641,Inhumas,BR,-16.3578,-49.4961,82.13,58,66,5.5,broken clouds
642,Shubarshi,KZ,48.5872,57.1869,46.38,37,7,9.89,clear sky
643,Sal Rei,CV,16.1833,-22.9167,77.56,72,1,17.18,clear sky
644,Terre Haute,US,39.4667,-87.4139,59.61,74,90,5.75,overcast clouds
645,Moussoro,TD,13.6408,16.4901,88.63,19,3,12.21,clear sky
646,Floro,NO,61.5996,5.0328,48.96,76,90,19.57,overcast clouds
647,Maldonado,UY,-34.6667,-54.9167,58.23,90,100,9.19,overcast clouds
648,Husavik,IS,66.0449,-17.3389,33.71,97,100,3.65,light rain
649,Murshidabad,IN,24.1833,88.2667,72.91,78,0,4.0,clear sky
650,Stralsund,DE,54.3091,13.0818,48.06,81,16,7.0,few clouds
651,Skelleftea,SE,64.7507,20.9528,21.56,93,79,4.61,broken clouds
652,Krasnoye,UA,49.9145,24.6134,42.19,76,95,11.39,overcast clouds
653,Mana,GF,5.6592,-53.7767,78.46,90,99,9.95,overcast clouds
654,Mattawa,US,46.7379,-119.9028,58.96,54,88,14.76,overcast clouds
655,Marzuq,YE,14.4,46.4667,69.85,30,9,3.53,clear sky
656,Vuktyl,RU,63.8567,57.3094,28.67,86,89,8.63,overcast clouds
657,Wadi Musa,JO,30.3222,35.4793,52.9,83,3,1.79,clear sky
658,San Carlos De Bariloche,AR,-41.1456,-71.3082,43.41,71,24,10.4,few clouds
659,Kandi,BJ,11.1342,2.9386,78.67,67,62,3.78,broken clouds
660,Aswan,EG,24.0934,32.907,74.28,37,0,10.27,clear sky
661,Umea,SE,63.8284,20.2597,23.92,100,77,2.3,broken clouds
662,Kibondo,TZ,-3.5864,30.7203,65.19,68,12,3.22,few clouds
663,Tarata,BO,-17.6167,-66.0167,80.02,51,97,13.09,overcast clouds
664,Binika,IN,21.0333,83.8,66.52,78,2,2.19,clear sky
665,Eganville,CA,45.5334,-77.0994,45.01,67,100,1.54,overcast clouds
666,Oparino,RU,59.8518,48.2783,37.26,90,76,4.83,broken clouds
667,Utete,TZ,-7.986,38.758,70.2,93,6,1.7,clear sky
668,Bognor Regis,GB,50.7821,-0.6798,57.49,75,91,16.82,overcast clouds
669,Mouila,GA,-1.8685,11.0559,72.88,98,57,1.32,broken clouds
670,Pustoshka,RU,56.3355,29.369,37.85,92,99,10.63,overcast clouds
671,Chapais,CA,49.7834,-74.8492,35.38,79,100,1.25,overcast clouds
672,Strezhevoy,RU,60.7333,77.5889,40.98,82,100,18.68,light rain
673,Zenzeli,RU,45.9241,47.0474,53.47,89,4,6.33,clear sky
674,Nynashamn,SE,58.9034,17.9479,32.22,70,36,8.19,scattered clouds
675,El Prat De Llobregat,ES,41.3278,2.0947,64.13,78,0,9.22,clear sky
676,Varkkallai,IN,8.7341,76.7067,78.58,89,80,4.29,broken clouds
677,Kyabe,TD,9.4515,18.9449,72.52,90,99,5.79,overcast clouds
678,Narasannapeta,IN,18.4167,84.05,74.35,75,76,4.45,broken clouds
679,Mercedes,AR,-34.6515,-59.4307,68.85,50,24,6.4,few clouds
680,Coria,ES,39.9879,-6.5377,57.45,52,76,3.04,broken clouds
681,Layou,VC,13.2,-61.2667,80.08,69,40,14.97,scattered clouds
682,Uspenka,UA,48.3903,39.1619,52.74,62,100,8.66,overcast clouds
683,Wasaga Beach,CA,44.5168,-80.0164,49.68,70,90,1.14,overcast clouds
684,Mabaruma,GY,8.2,-59.7833,75.49,95,100,3.76,moderate rain
685,Diekirch,LU,49.8678,6.1558,44.51,93,0,3.53,clear sky
